reviewID,sentenceID,sentenceText,processedText,sentimentScore,target,category,part,polarity
1032695,1032695:0,Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,every time in new york i make it a point to visit restaurant saul on smith street,0.0,restaurant saul,restaurant general,1,positive
1032695,1032695:1,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",everything is always cooked to perfection the service is excellent the decor cool and understated,0.8658,null,food quality,1,positive
1032695,1032695:1,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",everything is always cooked to perfection the service is excellent the decor cool and understated,0.8658,service,service general,1,positive
1032695,1032695:1,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",everything is always cooked to perfection the service is excellent the decor cool and understated,0.8658,decor,ambience general,1,positive
1032695,1032695:2,I had the duck breast special on my last visit and it was incredible.,i had the duck breast special on my last visit and it was incredible,0.4019,duck breast special,food quality,1,positive
1032695,1032695:3,Can't wait wait for my next visit.,can t wait wait for my next visit,0.0,null,restaurant general,1,positive
1041457,1041457:1,And I hate to say this but I doubt I'll ever go back. ,and i hate to say this but i doubt i ll ever go back,-0.6808,null,restaurant general,1,negative
1041457,1041457:2,"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",the food is very average the thai fusion stuff is a bit too sweet every thing they serve is too sweet here,0.7184,food,food quality,1,negative
1041457,1041457:2,"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",the food is very average the thai fusion stuff is a bit too sweet every thing they serve is too sweet here,0.7184,thai fusion stuff,food quality,1,negative
1041457,1041457:2,"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",the food is very average the thai fusion stuff is a bit too sweet every thing they serve is too sweet here,0.7184,null,food quality,1,negative
1041457,1041457:3,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,the only thing i moderately enjoyed was their grilled chicken special with edamame puree,0.7184,grilled chicken special with edamame puree,food quality,1,positive
1041457,1041457:4,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,i had never had edamame pureed before but i thought it was innovative and tasty could ve used a bit more salt,0.5927,edamame pureed,food quality,1,positive
1041457,1041457:4,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,i had never had edamame pureed before but i thought it was innovative and tasty could ve used a bit more salt,0.5927,edamame pureed,food style options,1,positive
1041457,1041457:6,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",the decor is night tho but they really need to clean that vent in the ceiling its quite un appetizing and kills your effort to make this place look sleek and modern,-0.0362,place,ambience general,1,negative
1041457,1041457:6,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",the decor is night tho but they really need to clean that vent in the ceiling its quite un appetizing and kills your effort to make this place look sleek and modern,-0.0362,decor,ambience general,1,positive
1041457,1041457:6,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",the decor is night tho but they really need to clean that vent in the ceiling its quite un appetizing and kills your effort to make this place look sleek and modern,-0.0362,vent,ambience general,1,negative
1053543,1053543:2,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",their sake list was extensive but we were looking for purple haze which wasn t listed but made for us upon request,0.0,sake list,drinks style options,1,positive
1053543,1053543:2,"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",their sake list was extensive but we were looking for purple haze which wasn t listed but made for us upon request,0.0,null,service general,1,positive
1053543,1053543:3,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",the spicy tuna roll was unusually good and the rock shrimp tempura was awesome great appetizer to share,0.9311,spicy tuna roll,food quality,1,positive
1053543,1053543:3,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",the spicy tuna roll was unusually good and the rock shrimp tempura was awesome great appetizer to share,0.9311,rock shrimp tempura,food quality,1,positive
1053543,1053543:4,We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,we went around 9 30 on a friday and it had died down a bit by then so the service was great,0.2003,service,service general,1,positive
1055910,1055910:0,we love th pink pony.,we love th pink pony,0.6369,pink pony,restaurant general,1,positive
1055910,1055910:1,THe perfect spot.,the perfect spot,0.5719,spot,restaurant general,1,positive
1055910,1055910:2,Food-awesome.,food awesome,0.0,food,food quality,1,positive
1055910,1055910:3,Service- friendly and attentive.,service friendly and attentive,0.4939,service,service general,1,positive
1055910,1055910:4,Ambiance- relaxed and stylish.,ambiance relaxed and stylish,0.4939,ambiance,ambience general,1,positive
1055910,1055910:5,"Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.",don t judge this place prima facie you have to try it to believe it a home away from home for the literate heart,0.0,place,restaurant general,1,positive
1058221,1058221:2,the food is decent.,the food is decent,0.0,food,food quality,1,neutral
1058221,1058221:3,"however, it's the service that leaves a bad taste in my mouth.",however it s the service that leaves a bad taste in my mouth,-0.5423,service,service general,1,negative
1058221,1058221:4,"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.",i happen to have a policy that goes along with a little bit of self respect which includes not letting a waiter intimidate me i e make me feel bad asking for trivialities like water or the check,-0.3417,waiter,service general,1,negative
1058221,1058221:5,"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.",i know you were too busy showing off your vintage tee shirt and looking bored but my agenda is i m here to eat and enjoy the company of friends seeking a pleasant experience,0.9239,null,service general,1,negative
1058221,1058221:6,"well, i didn't find it there, and trust, i have told everyone i can think of about my experience. ",well i didn t find it there and trust i have told everyone i can think of about my experience,0.6597,null,restaurant general,1,negative
1058221,1058221:7,the last time i walked by it looked pretty empty. hmmm.,the last time i walked by it looked pretty empty hmmm,0.34,null,restaurant miscellaneous,1,negative
1062641,1062641:0,This place has got to be the best japanese restaurant in the new york area.,this place has got to be the best japanese restaurant in the new york area,0.6369,place,restaurant general,1,positive
1062641,1062641:1,I had a great experience.,i had a great experience,0.6249,null,restaurant general,1,positive
1062641,1062641:2,Food is great.,food is great,0.6249,food,food quality,1,positive
1062641,1062641:3,Service is top notch.,service is top notch,0.2023,service,service general,1,positive
1062641,1062641:4,I have been going back again and again.,i have been going back again and again,0.0,null,restaurant general,1,positive
1064477,1064477:0,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",i tend to judge a sushi restaurant by its sea urchin which was heavenly at sushi rose,0.6124,sea urchin,food quality,1,positive
1064477,1064477:1,"It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.",it melted in my little mouth and the perfect consistency not too fishy creamy and slightly buttery,0.5719,null,food quality,1,positive
1064477,1064477:2,The sushi seemed pretty fresh and was adequately proportioned.,the sushi seemed pretty fresh and was adequately proportioned,0.6705,sushi,food quality,1,positive
1064477,1064477:2,The sushi seemed pretty fresh and was adequately proportioned.,the sushi seemed pretty fresh and was adequately proportioned,0.6705,sushi,food style options,1,positive
1064477,1064477:3,The rice to fish ration was also good--they didn't try to overpack the rice.,the rice to fish ration was also good they didn t try to overpack the rice,0.0,rice to fish ration,food style options,1,positive
1064477,1064477:4,We took advanatage of the half price sushi deal on saturday so it was well worth it.,we took advanatage of the half price sushi deal on saturday so it was well worth it,0.5046,half price sushi deal,food quality,1,positive
1064477,1064477:4,We took advanatage of the half price sushi deal on saturday so it was well worth it.,we took advanatage of the half price sushi deal on saturday so it was well worth it,0.5046,half price sushi deal,food prices,1,positive
1074868,1074868:2,Surprisingly nothing could be further from the truth.,surprisingly nothing could be further from the truth,0.5423,null,restaurant miscellaneous,1,positive
1074868,1074868:3,"In the evening, this place attracted a well dressed, with it, NY crowd.",in the evening this place attracted a well dressed with it ny crowd,0.5994,crowd,restaurant miscellaneous,1,positive
1074868,1074868:4,The food was well prepared and the service impecable.,the food was well prepared and the service impecable,0.4588,food,food quality,1,positive
1074868,1074868:4,The food was well prepared and the service impecable.,the food was well prepared and the service impecable,0.4588,service,service general,1,positive
1074868,1074868:5,I'm going back.,i m going back,0.0,null,restaurant general,1,positive
1084394,1084394:1,Quite simply it's like stepping out of Manhattan and into a haven of tranquility.,quite simply it s like stepping out of manhattan and into a haven of tranquility,0.6771,null,ambience general,1,positive
1084394,1084394:3,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,the prix fixe menu is worth every penny and you get more than enough both in quantity and quality,0.2263,prix fixe menu,food quality,1,positive
1084394,1084394:3,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,the prix fixe menu is worth every penny and you get more than enough both in quantity and quality,0.2263,prix fixe menu,food style options,1,positive
1084394,1084394:3,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,the prix fixe menu is worth every penny and you get more than enough both in quantity and quality,0.2263,prix fixe menu,food prices,1,positive
1084394,1084394:4,I will be going back and heartily recommend it!,i will be going back and heartily recommend it,0.4199,null,restaurant general,1,positive
1086415,1086415:1,"It is terrific, as is the value.",it is terrific as is the value,0.6705,null,food quality,1,positive
1086415,1086415:1,"It is terrific, as is the value.",it is terrific as is the value,0.6705,null,food prices,1,positive
1086415,1086415:2,"$6 and there is much tasty food, all of it fresh and continually refilled.",6 and there is much tasty food all of it fresh and continually refilled,0.3182,food,food style options,1,positive
1086415,1086415:2,"$6 and there is much tasty food, all of it fresh and continually refilled.",6 and there is much tasty food all of it fresh and continually refilled,0.3182,food,food quality,1,positive
1086415,1086415:2,"$6 and there is much tasty food, all of it fresh and continually refilled.",6 and there is much tasty food all of it fresh and continually refilled,0.3182,food,food prices,1,positive
1086415,1086415:3,"I am not a vegetarian but, almost all the dishes were great.",i am not a vegetarian but almost all the dishes were great,0.7684,dishes,food quality,1,positive
1086415,1086415:5,Go hungry and enjoy.,go hungry and enjoy,0.4939,null,restaurant general,1,positive
1086478,1086478:0,"The food here is rather good, but only if you like to wait for it.",the food here is rather good but only if you like to wait for it,0.6369,food,food quality,1,positive
1086478,1086478:0,"The food here is rather good, but only if you like to wait for it.",the food here is rather good but only if you like to wait for it,0.6369,null,service general,1,negative
1086478,1086478:1,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",i like the somosas chai and the chole but the dhosas and dhal were kinda dissapointing,0.1901,somosas,food quality,1,positive
1086478,1086478:1,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",i like the somosas chai and the chole but the dhosas and dhal were kinda dissapointing,0.1901,chai,food quality,1,positive
1086478,1086478:1,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",i like the somosas chai and the chole but the dhosas and dhal were kinda dissapointing,0.1901,chole,food quality,1,positive
1086478,1086478:1,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",i like the somosas chai and the chole but the dhosas and dhal were kinda dissapointing,0.1901,dhosas,food quality,1,negative
1086478,1086478:1,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",i like the somosas chai and the chole but the dhosas and dhal were kinda dissapointing,0.1901,dhal,food quality,1,negative
1086478,1086478:2,"The service varys from day to day- sometimes they're very nice, and sometimes not.",the service varys from day to day sometimes they re very nice and sometimes not,0.4754,service,service general,1,negative
1086478,1086478:3,"The kitchen however, is almost always slow.",the kitchen however is almost always slow,0.0,kitchen,service general,1,negative
1086478,1086478:4,"Also, specify if you like your food spicy- its rather bland if you don't.",also specify if you like your food spicy its rather bland if you don t,0.3612,food,food quality,1,negative
1086478,1086478:5,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",the ambience is pretty and nice for conversation so a casual lunch here would probably be best,0.9112,ambience,ambience general,1,positive
1086478,1086478:5,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",the ambience is pretty and nice for conversation so a casual lunch here would probably be best,0.9112,null,restaurant miscellaneous,1,positive
1090587,1090587:1,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,if you ve ever been along the river in weehawken you have an idea of the top of view the chart house has to offer,0.2023,view,location general,1,positive
1090587,1090587:2,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening,0.9231,service,service general,1,positive
1090587,1090587:2,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening,0.9231,food,food quality,1,positive
1090587,1090587:2,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening,0.9231,food,food prices,1,positive
1090587,1090587:3,The lava cake dessert was incredible and I recommend it.,the lava cake dessert was incredible and i recommend it,0.3612,lava cake dessert,food quality,1,positive
1102681,1102681:0,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",once you step into cosette you re miraculously in a small off the beaten path parisian bistro,0.0,cosette,ambience general,1,positive
1102681,1102681:1,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",this tiny restaurant is as cozy as it gets with that certain parisian flair,0.2732,restaurant,ambience general,1,positive
1102681,1102681:2,"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.",the food was average to above average the french onion soup filling yet not overly impressive and the desserts not brilliant in any way,-0.6979,food,food quality,1,positive
1102681,1102681:2,"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.",the food was average to above average the french onion soup filling yet not overly impressive and the desserts not brilliant in any way,-0.6979,french onion soup,food quality,1,negative
1102681,1102681:2,"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.",the food was average to above average the french onion soup filling yet not overly impressive and the desserts not brilliant in any way,-0.6979,french onion soup,food style options,1,positive
1102681,1102681:2,"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.",the food was average to above average the french onion soup filling yet not overly impressive and the desserts not brilliant in any way,-0.6979,desserts,food quality,1,negative
1102681,1102681:3,"However, go for the ambience, and consider the food just a companion for a trip across the world!",however go for the ambience and consider the food just a companion for a trip across the world,0.0,ambience,ambience general,1,positive
1102681,1102681:3,"However, go for the ambience, and consider the food just a companion for a trip across the world!",however go for the ambience and consider the food just a companion for a trip across the world,0.0,food,food quality,1,neutral
1118167,1118167:1,IT WAS HORRIBLE.,it was horrible,-0.5423,null,restaurant general,1,negative
1118167,1118167:2,The pizza was delivered cold and the cheese wasn't even fully melted!,the pizza was delivered cold and the cheese wasn t even fully melted,0.0,pizza,food quality,1,negative
1118167,1118167:2,The pizza was delivered cold and the cheese wasn't even fully melted!,the pizza was delivered cold and the cheese wasn t even fully melted,0.0,cheese,food quality,1,negative
1118167,1118167:3,It looked like shredded cheese partly done - still in strips.,it looked like shredded cheese partly done still in strips,0.3612,null,food style options,1,negative
1119578,1119578:0,This has got to be one of the most overrated restaurants in Brooklyn.,this has got to be one of the most overrated restaurants in brooklyn,0.0,null,restaurant general,1,negative
1119578,1119578:1,The pizza is overpriced and soggy.,the pizza is overpriced and soggy,0.0,pizza,food quality,1,negative
1119578,1119578:1,The pizza is overpriced and soggy.,the pizza is overpriced and soggy,0.0,pizza,food prices,1,negative
1119578,1119578:2,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",yes they use fancy ingredients but even fancy ingredients don t make for good pizza unless someone knows how to get the crust right,-0.3091,ingredients,food quality,1,positive
1119578,1119578:2,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",yes they use fancy ingredients but even fancy ingredients don t make for good pizza unless someone knows how to get the crust right,-0.3091,pizza,food quality,1,negative
1119578,1119578:2,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",yes they use fancy ingredients but even fancy ingredients don t make for good pizza unless someone knows how to get the crust right,-0.3091,crust,food quality,1,negative
1119578,1119578:3,"A big disappointment, all around.",a big disappointment all around,-0.5106,null,restaurant general,1,negative
1123262,1123262:0,I think I've had some the best meals of my life at minnow.,i think i ve had some the best meals of my life at minnow,0.6369,meals,food quality,1,positive
1123262,1123262:1,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",the seafood is amazing there s a good wine list and the ever changing menu always offers some great surprises,0.9136,seafood,food quality,1,positive
1123262,1123262:1,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",the seafood is amazing there s a good wine list and the ever changing menu always offers some great surprises,0.9136,wine list,drinks style options,1,positive
1123262,1123262:1,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",the seafood is amazing there s a good wine list and the ever changing menu always offers some great surprises,0.9136,menu,food style options,1,positive
1123262,1123262:2,The combination of super-fresh ingredients in the dishes are unusual but really delicious.,the combination of super fresh ingredients in the dishes are unusual but really delicious,0.7572,ingredients,food quality,1,positive
1123262,1123262:3,Worth the trip from Manhattan.,worth the trip from manhattan,0.2263,null,restaurant general,1,positive
1125006,1125006:1,Best Pastrami I ever had and great portion without being ridiculous.,best pastrami i ever had and great portion without being ridiculous,0.8862,pastrami,food quality,1,positive
1125006,1125006:1,Best Pastrami I ever had and great portion without being ridiculous.,best pastrami i ever had and great portion without being ridiculous,0.8862,portion,food style options,1,positive
1125006,1125006:3,My wife had the fried shrimp which are huge and loved it.,my wife had the fried shrimp which are huge and loved it,0.7351,fried shrimp,food style options,1,positive
1125006,1125006:3,My wife had the fried shrimp which are huge and loved it.,my wife had the fried shrimp which are huge and loved it,0.7351,fried shrimp,food quality,1,positive
1125284,1125284:0,"As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.",as a japanese native i ve lived in the tristate area for over 8 years but i was just so amazed at this place,0.77,place,restaurant general,1,positive
1125284,1125284:1,This place is the most Japanese it can ever get.,this place is the most japanese it can ever get,0.0,place,restaurant miscellaneous,1,positive
1125284,1125284:2,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",the signs the specials menus food and even all the waitstaff are all totally japanese,0.0,signs,restaurant miscellaneous,1,positive
1125284,1125284:2,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",the signs the specials menus food and even all the waitstaff are all totally japanese,0.0,specials menus,food style options,1,positive
1125284,1125284:2,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",the signs the specials menus food and even all the waitstaff are all totally japanese,0.0,food,food quality,1,positive
1125284,1125284:2,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",the signs the specials menus food and even all the waitstaff are all totally japanese,0.0,waitstaff,service general,1,positive
1125284,1125284:3,This place is worth an one-hour drive.,this place is worth an one hour drive,0.2263,place,restaurant general,1,positive
1125284,1125284:4,"I am so coming back here again, as much as I can.",i am so coming back here again as much as i can,0.0,null,restaurant general,1,positive
1126814,1126814:0,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",leon is an east village gem casual but hip with well prepared basic french bistro fare good specials a warm and lively atmosphere,0.9377,leon,restaurant general,1,positive
1126814,1126814:0,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",leon is an east village gem casual but hip with well prepared basic french bistro fare good specials a warm and lively atmosphere,0.9377,leon,ambience general,1,positive
1126814,1126814:0,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",leon is an east village gem casual but hip with well prepared basic french bistro fare good specials a warm and lively atmosphere,0.9377,specials,food quality,1,positive
1126814,1126814:0,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",leon is an east village gem casual but hip with well prepared basic french bistro fare good specials a warm and lively atmosphere,0.9377,atmosphere,ambience general,1,positive
1126814,1126814:0,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",leon is an east village gem casual but hip with well prepared basic french bistro fare good specials a warm and lively atmosphere,0.9377,french bistro fare,food quality,1,positive
1126814,1126814:1,"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",my wife and i always enjoy the young not always well trained but nevertheless friendly staff all of whom have a story,0.7178,staff,service general,1,positive
1126814,1126814:3,Decent wine at reasonable prices.,decent wine at reasonable prices,0.0,wine,drinks quality,1,neutral
1126814,1126814:3,Decent wine at reasonable prices.,decent wine at reasonable prices,0.0,wine,drinks prices,1,positive
1126814,1126814:4,Have been dozens of times and never failed to enjoy the experience.,have been dozens of times and never failed to enjoy the experience,0.0191,null,restaurant general,1,positive
1126814,1126814:5,"Our teenage kids love it, too.",our teenage kids love it too,0.6369,null,restaurant general,1,positive
1126886,1126886:0,"Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.",everytime i decide to try another place on the ues i get angry that i didn t just go to zucchero pomodori,-0.5106,zucchero pomodori,restaurant general,1,positive
1126886,1126886:1,This is by far my favorite place in the neighborhood.,this is by far my favorite place in the neighborhood,0.4588,place,restaurant general,1,positive
1126886,1126886:2,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",the service is excellent the decor is great and the food is delicious and comes in large portions,0.91,service,service general,1,positive
1126886,1126886:2,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",the service is excellent the decor is great and the food is delicious and comes in large portions,0.91,decor,ambience general,1,positive
1126886,1126886:2,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",the service is excellent the decor is great and the food is delicious and comes in large portions,0.91,food,food quality,1,positive
1126886,1126886:2,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",the service is excellent the decor is great and the food is delicious and comes in large portions,0.91,portions,food style options,1,positive
1126886,1126886:4,I'm partial to the Gnocchi.,i m partial to the gnocchi,0.0,gnocchi,restaurant general,1,positive
1131595,1131595:0,This place is incredibly tiny.,this place is incredibly tiny,0.0,place,restaurant miscellaneous,1,negative
1131595,1131595:1,They refuse to seat parties of 3 or more on weekends.,they refuse to seat parties of 3 or more on weekends,0.128,null,service general,1,negative
1131595,1131595:2,The hostess is rude to the point of being offensive.,the hostess is rude to the point of being offensive,-0.7184,hostess,service general,1,negative
1131595,1131595:3,The food was bland oily.,the food was bland oily,0.0,food,food quality,1,negative
1131595,1131595:4,I just don't understand all the hype...,i just don t understand all the hype,0.0,null,restaurant general,1,negative
1138996,1138996:1,"We have been to this place many times, and always have great food, wine, and service.",we have been to this place many times and always have great food wine and service,0.6249,food,food quality,1,positive
1138996,1138996:1,"We have been to this place many times, and always have great food, wine, and service.",we have been to this place many times and always have great food wine and service,0.6249,wine,drinks quality,1,positive
1138996,1138996:1,"We have been to this place many times, and always have great food, wine, and service.",we have been to this place many times and always have great food wine and service,0.6249,service,service general,1,positive
1138996,1138996:2,"We were worried we would have trouble getting in, but somehow managed to have a short wait.",we were worried we would have trouble getting in but somehow managed to have a short wait,-0.3506,wait,service general,1,positive
1138996,1138996:3,As always we had a great glass of wine while we waited.,as always we had a great glass of wine while we waited,0.6249,glass of wine,drinks quality,1,positive
1138996,1138996:4,"When we sat, we got great and fast service.",when we sat we got great and fast service,0.6249,service,service general,1,positive
1138996,1138996:5,The people that work there are always so friendly you forget you are in New York sometimes.,the people that work there are always so friendly you forget you are in new york sometimes,0.4502,people,service general,1,positive
